,Open,High,Low,Close,Adj Close,Volume
,66.592003,67.466667,66.267334,99.133331,66.785332,95479500
,66.274002,66.725334,63.542667,99.001335,64.056664,164394000
,63.618000,65.732002,62.476665,99.305336,65.732002,138817500
,66.318665,66.333336,63.658001,96.847336,63.982666,132823500
,64.600670,67.333336,63.234669,94.571335,67.290001,135396000
,67.099998,72.512665,66.915337,91.625999,71.987335,253777500
,72.199997,75.688667,72.033333,103.650665,74.641998,199903500
,81.431999,81.866669,79.040001,108.066666,80.577332,258751500
,85.112663,91.852669,84.402664,110.047333,91.438667,308548500
,93.667336,95.300003,89.113998,122.375999,92.657333,322345500
,93.666664,94.484001,87.422668,125.806000,91.058670,244669500
,93.132668,93.903999,90.085335,125.235336,92.952003,175764000
,93.066666,103.261330,91.734001,133.455338,102.976669,350064000
,110.599998,119.666000,98.073997,136.665329,99.804001,584781000
,103.733330,106.000000,95.400002,134.279999,101.120003,351271500
,102.866669,103.333336,97.133331,134.889328,103.067329,245517000
,98.477333,102.113998,97.733330,143.544662,100.042664,214512000
,100.896667,102.500664,99.333336,149.250000,100.056000,139950000
,101.267334,110.000000,99.199997,147.559998,109.533333,256821000
,109.328667,111.666664,103.866669,166.106674,104.557335,241608000
,106.599998,108.428001,104.133331,158.350006,106.155334,212416500
,111.930000,112.599998,98.718002,149.123337,100.871330,364927500
