Date,Open,High,Low,Close,Adj Close,Volume
2019-02-20,20.294,20.42,19.9333,18.4393,20.1707,107132000
2019-02-21,20.1207,20.216,19.3667,18.9427,19.4153,133638000
2019-02-22,19.6327,19.7667,19.4733,19.3947,19.6473,86109000
2019-02-25,19.8607,20.1933,19.8,18.8907,19.918,99397500
2019-02-26,19.4813,20.134,19.2513,19.264,19.8573,128738000
2019-02-27,20.1187,21.0867,20.0367,19.3307,20.9827,167758000
2019-02-28,21.2613,21.3333,20.7207,18.362,21.3253,157810000
2019-03-01,20.4627,20.4753,19.46,17.966,19.6527,343671000
2019-03-04,19.8747,19.9333,18.852,17.8313,19.024,256452000
2019-03-05,18.8,18.9333,18.0067,18.24,18.436,281470000
2019-03-06,18.432,18.7673,18.2927,18.268,18.416,155032000
2019-03-07,18.5893,18.98,18.2833,17.6353,18.4393,141638000
2019-03-08,18.4607,19.0393,18.3927,17.3613,18.9427,132294000
2019-03-11,18.9013,19.4187,18.7,17.8513,19.3947,110884000
2019-03-12,19.0993,19.2047,18.7373,18.322,18.8907,112562000
2019-03-13,18.9267,19.466,18.8467,18.5747,19.264,102670000
2019-03-14,19.4967,19.6927,19.2193,18.6573,19.3307,106551000
2019-03-15,18.9007,18.9147,18.2933,19.2787,18.362,221782000
2019-03-18,18.4,18.5367,17.82,19.0587,17.966,154215000
2019-03-19,17.8333,18.22,17.564,19.454,17.8313,177009000
2019-03-20,17.9793,18.3313,17.7533,17.852,18.24,103623000
2019-03-21,18.1733,18.43,17.8967,18.3307,18.268,89206500
2019-03-22,18.172,18.1867,17.6,18.2133,17.6353,131184000
2019-03-25,17.314,17.5453,16.964,18.154,17.3613,153225000
2019-03-26,17.6293,18.0173,17.6287,18.404,17.8513,110264000
2019-03-27,17.9167,18.358,17.8787,17.8947,18.322,131688000
2019-03-28,18.4773,18.6887,18.34,17.8467,18.5747,101612000
2019-03-29,18.58,18.6773,18.3,17.7587,18.6573,89869500
2019-04-01,18.8413,19.28,18.752,18.224,19.2787,121656000
2019-04-02,19.22,19.296,18.9253,18.082,19.0587,82183500
2019-04-03,19.1547,19.7447,19.1447,18.2173,19.454,118791000
2019-04-04,17.4593,18.08,17.3727,17.5167,17.852,355810000
2019-04-05,17.9907,18.4067,17.7407,17.5933,18.3307,195574000
2019-04-08,18.5127,18.744,18.0293,17.244,18.2133,156156000
2019-04-09,18.11,18.3333,17.974,16.5087,18.154,88560000
2019-04-10,18.4493,18.5587,18.1927,15.676,18.404,105920000
2019-04-11,17.8867,18.0333,17.7067,16.098,17.8947,147538000
2019-04-12,18.0147,18.13,17.7887,15.9127,17.8467,101190000
2019-04-15,17.9087,17.9253,17.242,15.6007,17.7587,150579000
2019-04-16,17.7167,18.3333,17.648,16.2733,18.224,109094000
2019-04-17,18.3167,18.3193,17.9027,17.002,18.082,76897500
2019-04-18,18.082,18.3227,17.9833,17.0227,18.2173,88144500
2019-04-22,17.9333,17.9787,17.4987,16.4707,17.5167,182206000
2019-04-23,17.3433,17.7067,17.05,16.3227,17.5933,164158000
2019-04-24,17.59,17.688,17.2,16.132,17.244,160912000
2019-04-25,17,17.2667,16.4047,15.968,16.5087,327741000
2019-04-26,16.4333,16.4453,15.4087,15.134,15.676,335410000
2019-04-29,15.724,16.2653,15.478,15.4873,16.098,250718000
2019-04-30,16.1373,16.2807,15.8,15.4633,15.9127,141969000
2019-05-01,15.9233,16,15.4333,15.222,15.6007,160566000
2019-05-02,16.368,16.4753,15.848,14.0687,16.2733,272390000
2019-05-03,16.2573,17.1073,16.2327,13.6907,17.002,355602000
2019-05-06,16.668,17.2233,16.5667,13.672,17.0227,162508000
2019-05-07,17.12,17.1473,16.34,12.8487,16.4707,151971000
2019-05-08,16.4627,16.7067,16.28,13.0327,16.3227,92646000
2019-05-09,16.1333,16.2453,15.796,12.7087,16.132,100671000
2019-05-10,15.9833,16.1327,15.7347,12.58,15.968,105124000
2019-05-13,15.4673,15.498,14.9667,12.6573,15.134,162522000
2019-05-14,15.2867,15.6333,15.2,12.548,15.4873,108786000
2019-05-15,15.288,15.496,15.0167,12.344,15.4633,109440000
2019-05-16,15.2993,15.4,15.1,11.9313,15.222,112250000
2019-05-17,14.7973,14.816,13.928,12.9067,14.0687,266800000
2019-05-20,13.52,13.7333,13.0167,13.106,13.6907,307893000
2019-05-21,13.184,13.8267,13.0693,13.73,13.672,270058000
2019-05-22,13.2733,13.596,12.7853,13.6333,12.8487,280278000
2019-05-23,12.956,13.298,12.4147,14.192,13.0327,398206000
2019-05-24,13.322,13.332,12.5833,14.4733,12.7087,212049000
2019-05-28,12.7467,13,12.5233,13.9507,12.58,154694000
2019-05-29,12.4733,12.826,12.336,14.2607,12.6573,179529000
2019-05-30,12.5833,12.8173,12.468,14.328,12.548,118898000
2019-05-31,12.34,12.6613,12.2733,15.002,12.344,156100000
2019-06-03,12.3673,12.4453,11.7993,14.9827,11.9313,195966000
2019-06-04,12.0733,12.932,11.974,15.0953,12.9067,207112000
2019-06-05,13.2453,13.4187,12.79,14.6413,13.106,202662000
2019-06-06,13.6293,14.0667,13.4533,14.7907,13.73,303633000
2019-06-07,13.6667,14.056,13.5667,14.9093,13.6333,240052000
2019-06-10,14.0167,14.4627,13.934,14.6507,14.192,158775000
2019-06-11,14.6093,14.7267,14.2333,14.618,14.4733,174802000
2019-06-12,14.8633,14.892,13.9333,14.856,13.9507,227962000
2019-06-13,14.0253,14.3267,13.834,14.8973,14.2607,122524000
2019-06-14,14.0833,14.4433,14.0267,15.1447,14.328,111501000
2019-06-17,14.3653,15.1333,14.2847,14.97,15.002,184752000
2019-06-18,15.248,15.6493,14.8373,15.66,14.9827,190737000
2019-06-19,15.0073,15.1847,14.7373,15.54,15.0953,98626500
2019-06-20,14.8667,15.1267,14.4233,15.356,14.6413,177952000
2019-06-21,14.4147,14.812,14.3667,15.3373,14.7907,123032000
2019-06-24,14.8827,15.0573,14.7347,15.928,14.9093,86262000
2019-06-25,14.9593,15.0227,14.6327,15.9067,14.6507,92731500
2019-06-26,14.6873,15.1487,14.54,16.3387,14.618,127608000
2019-06-27,14.63,14.86,14.49,16.9,14.856,95095500
2019-06-28,14.7327,15.0113,14.72,16.8253,14.8973,102771000
2019-07-01,15.3473,15.54,15.0853,16.9907,15.1447,123201000
2019-07-02,15.2593,15.2767,14.8147,16.9027,14.97,138885000
2019-07-03,15.9593,16.1047,15.634,17.212,15.66,213016000
2019-07-05,15.638,15.6967,15.3867,17.0453,15.54,105986000
2019-07-08,15.416,15.4833,15.244,17.3447,15.356,88207500
2019-07-09,15.2647,15.4,15.152,17.6587,15.3373,92862000
2019-07-10,15.61,15.9293,15.5427,15.2547,15.928,137186000
2019-07-11,15.876,16.1,15.72,15.2027,15.9067,112716000
2019-07-12,15.9833,16.3587,15.9807,15.718,16.3387,138008000
2019-07-15,16.5333,16.9613,16.324,16.1507,16.9,165002000
2019-07-16,16.62,16.902,16.5287,16.1073,16.8253,122235000
2019-07-17,17.0447,17.2207,16.89,15.59,16.9907,146470000
2019-07-18,17.0033,17.05,16.7927,15.6227,16.9027,71379000
2019-07-19,17.046,17.3307,16.9747,15.2213,17.212,105726000
2019-07-22,17.25,17.4767,16.946,15.3833,17.0453,102636000
2019-07-23,17.114,17.3653,16.9667,15.5613,17.3447,75346500
2019-07-24,17.278,17.738,17.2107,15.8867,17.6587,166092000
2019-07-25,15.5667,15.6333,15.0367,15.6673,15.2547,336274000
2019-07-26,15.128,15.3507,14.8167,15.2673,15.2027,150416000
2019-07-29,15.1393,15.7293,15.0687,15.6667,15.718,139100000
